,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Top50
234,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
235,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
236,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
237,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
238,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
239,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
240,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
241,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
242,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
243,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
244,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
245,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
246,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
247,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,audio_features,2tTmW7RDtMQtBk7m2rYeSw,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,198938,4,0
248,0.887,0.234,9,-14.52,1,0.178,0.111,0.67,0.13,0.197,140.02,audio_features,2mnXxnrX5vCGolNkaFvVeM,spotify:track:2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/tracks/2mnXxnrX5vCGolNkaFvVeM,https://api.spotify.com/v1/audio-analysis/2mnXxnrX5vCGolNkaFvVeM,196800,4,0
249,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
250,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
251,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
252,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
253,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
254,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
255,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
256,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
257,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
258,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
259,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
260,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
261,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
262,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
263,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
264,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
265,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
266,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
267,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,audio_features,0oBtwScT4B4BR5kZitNWd5,spotify:track:0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/tracks/0oBtwScT4B4BR5kZitNWd5,https://api.spotify.com/v1/audio-analysis/0oBtwScT4B4BR5kZitNWd5,151325,4,0
268,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,audio_features,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4,0
269,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,audio_features,1zsPaEkglFvxjAhrM8yhpr,spotify:track:1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,196600,4,0
